,InvoiceNo,StockCode,Quantity,UnitPrice,CustomerID,Country,Product Type,Colour_type,Revenue,Cluster number,Year,Month,Day,DayOfWeek
34650,1249,1167,24.0,1.95,665,25,603,7,1.95,2,2010,12,17,5
57419,1815,867,72.0,0.36,536,17,1494,7,0.36,1,2011,1,14,5
29526,2628,1967,-1.0,4.25,904,25,1819,7,4.25,0,2010,12,14,2
74160,2260,923,2.0,2.95,1266,25,1420,7,2.95,1,2011,1,27,4
17948,617,2052,1.0,2.95,1158,25,2208,11,2.95,2,2010,12,8,3
78187,2406,1179,2.0,1.65,1012,25,1210,7,1.65,1,2011,2,1,2
23297,797,1333,3.0,1.65,479,25,1634,7,1.65,2,2010,12,10,5
5308,264,2365,3.0,1.25,1045,25,1768,11,1.25,2,2010,12,3,5
23436,800,2302,1.0,1.45,1309,25,1418,5,1.45,0,2010,12,10,5
41742,1392,924,12.0,1.25,62,9,710,7,1.25,1,2010,12,23,4
2074,85,943,2.0,4.95,1285,25,425,7,4.95,2,2010,12,1,3
63681,1959,1575,6.0,2.95,251,25,2064,7,2.95,0,2011,1,19,3
28990,953,1673,4.0,0.85,939,25,2145,7,0.85,2,2010,12,13,1
45450,1485,562,24.0,0.42,198,25,148,7,0.42,1,2011,1,6,4
47034,1521,789,24.0,0.19,191,25,250,7,0.19,1,2011,1,6,4
67787,2046,1225,2.0,1.25,654,25,975,7,1.25,1,2011,1,23,0
232,23,996,48.0,1.48,1200,25,1505,7,1.48,2,2010,12,1,3
58954,1856,710,1.0,5.95,778,25,1197,7,5.95,1,2011,1,16,0
28659,935,642,1.0,3.75,1304,25,910,3,3.75,2,2010,12,13,1
63330,1946,1182,6.0,1.95,507,25,67,9,1.95,1,2011,1,19,3
7046,300,1190,1.0,1.25,1120,25,1221,7,1.25,2,2010,12,3,5
14578,530,894,6.0,9.95,279,25,275,7,9.95,2,2010,12,7,2
73869,2254,169,2.0,3.75,1363,25,1897,7,3.75,1,2011,1,27,4
68338,2061,1877,4.0,1.25,394,25,2039,7,1.25,0,2011,1,23,0
5309,264,2362,4.0,1.25,1045,25,1215,5,1.25,2,2010,12,3,5
68237,2056,447,3.0,1.65,1240,25,1911,7,1.65,1,2011,1,23,0
74621,2280,1909,4.0,7.95,955,25,974,7,7.95,0,2011,1,28,5
17033,572,1213,2.0,12.75,184,25,1710,7,12.75,2,2010,12,8,3
47255,1531,2030,48.0,0.55,971,25,109,7,0.55,0,2011,1,7,5
76769,2345,2223,24.0,0.85,32,9,2287,7,0.85,0,2011,1,31,1
26519,886,1399,24.0,8.5,1315,25,205,7,8.5,2,2010,12,12,0
19535,676,945,8.0,3.95,23,18,2210,7,3.95,2,2010,12,8,3
14553,530,2306,24.0,0.55,279,25,2052,7,0.55,2,2010,12,7,2
12847,473,1412,1.0,9.95,178,25,397,7,9.95,2,2010,12,6,1
46990,1521,2060,24.0,0.65,191,25,1177,7,0.65,0,2011,1,6,4
32443,1105,1877,1.0,1.25,1117,25,2039,7,1.25,0,2010,12,15,3
45417,1484,1388,36.0,0.21,1383,25,736,7,0.21,0,2011,1,6,4
49155,1581,2032,3.0,2.1,314,25,33,7,2.1,0,2011,1,9,0
54273,1722,1714,24.0,0.55,279,25,252,7,0.55,0,2011,1,12,3
7483,319,1502,1.0,3.75,349,25,15,7,3.75,2,2010,12,5,0
49796,1607,822,2.0,1.95,961,25,68,9,1.95,1,2011,1,9,0
9698,388,579,3.0,4.95,881,25,1729,11,4.95,2,2010,12,5,0
8843,361,547,8.0,3.75,803,25,1909,13,3.75,2,2010,12,5,0
42449,1399,2231,1.0,1.69,1360,25,106,7,1.69,0,2010,12,23,4
48577,1562,1466,24.0,1.25,37,22,805,7,1.25,0,2011,1,7,5
28115,917,1312,10.0,0.42,1155,25,1915,7,0.42,2,2010,12,13,1
17589,609,1923,2.0,5.45,619,25,117,13,5.45,2,2010,12,8,3
20157,715,775,12.0,1.25,599,25,1498,7,1.25,2,2010,12,9,4
71189,2150,94,1.0,2.1,222,25,386,7,2.1,1,2011,1,25,2
67565,2039,1562,3.0,7.95,148,25,2023,7,7.95,0,2011,1,23,0
42360,1397,2587,1.0,2.55,817,25,1791,13,2.55,0,2010,12,23,4
73127,2228,1602,12.0,2.1,51,22,967,7,2.1,0,2011,1,27,4
46816,1517,197,1.0,2.55,502,25,917,7,2.55,1,2011,1,6,4
17908,617,1586,12.0,0.42,1158,25,318,7,0.42,2,2010,12,8,3
12363,452,1333,3.0,1.65,1082,25,1634,7,1.65,2,2010,12,6,1
32022,1089,65,5.0,2.55,208,25,1344,7,2.55,1,2010,12,15,3
52198,1662,542,6.0,3.75,459,25,2126,7,3.75,1,2011,1,11,2
76778,2345,2075,4.0,3.75,32,9,389,7,3.75,0,2011,1,31,1
33418,1167,2279,48.0,1.25,229,25,26,12,1.25,0,2010,12,16,4
22285,767,2407,4.0,2.95,1216,25,1022,13,2.95,0,2010,12,9,4
18013,621,822,100.0,1.65,623,25,68,9,1.65,2,2010,12,8,3
73093,2228,2504,3.0,4.95,51,22,601,7,4.95,0,2011,1,27,4
67561,2039,2307,24.0,0.55,148,25,2019,7,0.55,0,2011,1,23,0
67601,2040,951,1.0,9.95,1268,25,159,7,9.95,1,2011,1,23,0
56819,1793,550,6.0,4.95,60,13,1046,7,4.95,1,2011,1,13,4
40197,1363,1179,100.0,1.45,536,17,1210,7,1.45,1,2010,12,21,2
39725,1346,1268,4.0,1.25,1320,25,2049,0,1.25,0,2010,12,21,2
55250,1745,2407,6.0,2.95,140,25,1022,13,2.95,0,2011,1,12,3
17639,612,1331,1.0,1.65,1340,25,1631,7,1.65,2,2010,12,8,3
7019,299,1199,12.0,1.25,880,25,1303,7,1.25,2,2010,12,3,5
59122,1861,1879,5.0,4.65,10,0,1446,7,4.65,0,2011,1,17,1
5459,269,1178,1.0,1.65,1323,25,1209,7,1.65,2,2010,12,3,5
76988,2349,823,5.0,1.95,1094,25,1973,7,1.95,1,2011,1,31,1
14548,529,2295,12.0,0.95,544,25,1050,7,0.95,2,2010,12,7,2
33093,1156,1178,10.0,1.65,531,25,1209,7,1.65,2,2010,12,16,4
4496,210,557,50.0,0.34,635,25,1667,1,0.34,2,2010,12,2,4
9259,374,972,2.0,1.45,720,25,756,7,1.45,2,2010,12,5,0
73466,2234,1037,3.0,9.95,517,25,263,13,9.95,1,2011,1,27,4
56743,1790,485,12.0,0.65,1352,25,1364,7,0.65,1,2011,1,13,4
62503,1929,821,3.0,1.95,478,25,66,7,1.95,1,2011,1,18,2
51781,1655,324,4.0,1.25,692,25,1659,11,1.25,1,2011,1,10,1
75347,2302,1833,4.0,3.75,7,24,249,7,3.75,0,2011,1,28,5
2182,93,1423,12.0,1.45,862,25,1987,7,1.45,2,2010,12,1,3
42393,1399,696,3.0,2.95,1360,25,1022,11,2.95,1,2010,12,23,4
72273,2205,695,12.0,1.65,1,11,2066,11,1.65,1,2011,1,26,3
79136,2439,1465,1.0,7.95,204,25,1072,7,7.95,0,2011,2,1,2
73465,2234,302,12.0,0.85,517,25,1744,11,0.85,1,2011,1,27,4
26692,889,1810,4.0,1.65,502,25,1658,9,1.65,2,2010,12,12,0
61698,1919,1475,24.0,0.65,550,25,351,0,0.65,0,2011,1,18,2
78184,2406,1181,5.0,1.95,1012,25,71,7,1.95,1,2011,2,1,2
18356,642,846,24.0,0.55,288,25,1384,9,0.55,2,2010,12,8,3
70676,2137,1013,2.0,8.5,1244,25,621,1,8.5,1,2011,1,25,2
29535,981,1355,1.0,0.85,1119,25,2247,7,0.85,2,2010,12,14,2
9925,400,1631,4.0,2.1,224,25,971,7,2.1,2,2010,12,5,0
726,47,1597,2.0,9.95,331,25,2024,7,9.95,2,2010,12,1,3
73704,2243,1334,12.0,1.65,1019,25,1632,7,1.65,0,2011,1,27,4
52108,1657,120,2.0,3.25,822,25,1602,9,3.25,1,2011,1,10,1
8603,356,849,3.0,0.29,113,25,1394,7,0.29,2,2010,12,5,0
845,52,2501,5.0,0.85,1324,25,1346,8,0.85,2,2010,12,1,3
66019,2008,1401,4.0,8.5,536,17,1110,7,8.5,0,2011,1,21,5
1325,75,1036,12.0,0.85,762,25,1200,13,0.85,2,2010,12,1,3
44351,1455,1785,3.0,2.1,324,25,1322,7,2.1,0,2011,1,5,3
43613,1433,517,1.0,3.75,899,25,872,11,3.75,1,2011,1,4,2
7239,308,2455,32.0,0.42,1006,25,246,7,0.42,2,2010,12,3,5
7733,327,1620,2.0,4.95,784,25,544,3,4.95,2,2010,12,5,0
22584,779,1498,24.0,3.75,1242,25,13,5,3.75,2,2010,12,10,5
77434,2373,1524,2.0,8.5,1224,25,195,7,8.5,0,2011,1,31,1
28453,926,2519,4.0,6.25,1131,25,1119,7,6.25,0,2010,12,13,1
23914,819,942,3.0,4.95,1346,25,640,7,4.95,2,2010,12,10,5
53473,2823,570,-2.0,7.95,560,25,1761,11,7.95,1,2011,1,11,2
39491,1339,2304,3.0,1.45,726,25,1029,9,1.45,0,2010,12,20,1
26022,868,1499,1.0,3.75,1099,25,11,11,3.75,2,2010,12,12,0
44664,1471,238,16.0,3.75,705,25,770,6,3.75,1,2011,1,5,3
67621,2043,1730,12.0,1.45,868,25,1078,7,1.45,0,2011,1,23,0
74769,2286,799,10.0,0.65,539,25,0,7,0.65,1,2011,1,28,5
74672,2283,1406,12.0,1.95,650,25,1942,7,1.95,0,2011,1,28,5
17008,571,1632,12.0,2.1,243,25,959,7,2.1,2,2010,12,8,3
74459,2969,454,-8.0,9.95,413,25,1243,7,9.95,1,2011,1,28,5
43741,1439,1665,6.0,2.95,882,25,2050,7,2.95,0,2011,1,5,3
36173,1259,1106,6.0,2.55,356,25,504,7,2.55,2,2010,12,17,5
32830,1144,492,1.0,2.1,942,25,1663,1,2.1,1,2010,12,16,4
59083,1859,1333,12.0,1.65,72,9,1634,7,1.65,0,2011,1,17,1
71783,2184,1569,10.0,3.75,348,25,904,7,3.75,0,2011,1,26,3
67696,2044,1416,32.0,2.1,313,25,377,7,2.1,0,2011,1,23,0
55295,1748,1383,6.0,12.75,1173,25,553,7,12.75,0,2011,1,12,3
16288,556,1555,2.0,4.95,1220,25,537,3,4.95,2,2010,12,7,2
44553,1465,653,4.0,0.85,846,25,1042,7,0.85,1,2011,1,5,3
12627,466,1440,4.0,2.95,962,25,1702,14,2.95,2,2010,12,6,1
12425,454,1631,10.0,2.1,825,25,971,7,2.1,2,2010,12,6,1
74127,2258,1278,2.0,1.65,511,25,1397,7,1.65,0,2011,1,27,4
43529,1431,1098,4.0,1.45,516,25,395,14,1.45,1,2011,1,4,2
44568,1467,729,72.0,1.06,564,25,2158,7,1.06,1,2011,1,5,3
54208,1719,402,96.0,1.45,1153,25,1601,9,1.45,1,2011,1,12,3
36262,1265,1062,12.0,1.25,95,9,754,7,1.25,1,2010,12,17,5
75810,2321,696,6.0,2.95,718,25,1022,11,2.95,1,2011,1,30,0
29341,971,1408,1.0,1.95,704,25,482,7,1.95,2,2010,12,14,2
37425,1277,901,4.0,1.65,1310,25,1620,0,1.65,1,2010,12,19,0
1342,77,1566,8.0,2.95,833,25,912,7,2.95,2,2010,12,1,3
71713,2180,1663,2.0,1.95,389,25,29,7,1.95,0,2011,1,26,3
2214,95,340,2.0,2.1,908,25,1141,7,2.1,2,2010,12,1,3
4029,186,2332,2.0,1.65,1321,25,1037,9,1.65,2,2010,12,2,4
8098,343,1681,2.0,0.65,1361,25,1061,7,0.65,2,2010,12,5,0
33385,1165,717,24.0,0.42,649,25,598,7,0.42,1,2010,12,16,4
69059,2082,1746,25.0,0.42,1369,25,2269,7,0.42,0,2011,1,24,1
23269,793,1901,10.0,6.75,635,25,1996,7,6.75,2,2010,12,10,5
33980,1206,2039,40.0,0.42,535,25,1255,7,0.42,0,2010,12,16,4
14510,526,942,6.0,4.95,411,25,640,7,4.95,2,2010,12,7,2
56182,1778,2188,144.0,1.06,738,25,1873,12,1.06,0,2011,1,13,4
9777,393,805,4.0,6.75,734,25,1500,7,6.75,2,2010,12,5,0
48042,1552,1480,25.0,0.42,42,9,2274,7,0.42,0,2011,1,7,5
9832,396,969,2.0,2.1,396,25,437,7,2.1,2,2010,12,5,0
67769,2046,972,2.0,1.45,654,25,756,7,1.45,1,2011,1,23,0
39027,1325,792,1.0,2.95,527,25,529,7,2.95,1,2010,12,20,1
14556,530,570,2.0,7.95,279,25,1761,11,7.95,2,2010,12,7,2
54096,1714,368,6.0,2.1,984,25,1594,9,2.1,1,2011,1,12,3
66029,2008,1238,12.0,3.35,536,17,1528,11,3.35,1,2011,1,21,5
45073,1477,765,6.0,2.95,727,25,568,7,2.95,1,2011,1,5,3
67844,2048,1547,1.0,9.95,721,25,2016,7,9.95,0,2011,1,23,0
25795,859,684,32.0,2.1,114,14,688,7,2.1,2,2010,12,12,0
42863,1415,399,13.0,0.85,627,25,1531,9,0.85,1,2011,1,4,2
73467,2955,1440,-1.0,2.95,759,25,1702,14,2.95,0,2011,1,27,4
8087,343,243,1.0,0.65,1361,25,1493,7,0.65,2,2010,12,5,0
32980,1150,2052,1.0,2.95,1092,25,2208,11,2.95,0,2010,12,16,4
38369,1301,1313,6.0,0.42,403,25,483,7,0.42,0,2010,12,20,1
21487,744,1195,3.0,1.25,142,25,1307,7,1.25,2,2010,12,9,4
59151,1864,2242,8.0,1.69,783,25,139,7,1.69,0,2011,1,17,1
67884,2049,589,2.0,2.95,1226,25,1034,11,2.95,1,2011,1,23,0
9407,379,1335,12.0,1.65,30,9,1629,7,1.65,2,2010,12,5,0
55944,1766,2092,12.0,1.49,407,25,1247,14,1.49,0,2011,1,13,4
38429,1306,139,20.0,1.95,638,25,65,7,1.95,1,2010,12,20,1
7621,323,910,1.0,1.65,188,25,1769,7,1.65,2,2010,12,5,0
24102,833,631,1.0,2.1,739,25,1690,7,2.1,2,2010,12,10,5
49986,1616,852,24.0,0.29,801,25,999,7,0.29,1,2011,1,9,0
12019,442,109,1.0,2.95,1222,25,1749,11,2.95,2,2010,12,6,1
57397,1815,1174,20.0,0.85,536,17,2202,7,0.85,1,2011,1,14,5
77868,2397,1918,6.0,1.95,979,25,1609,9,1.95,0,2011,2,1,2
9665,386,93,1.0,2.1,527,25,1660,1,2.1,2,2010,12,5,0
41752,1392,36,25.0,0.42,62,9,2259,9,0.42,1,2010,12,23,4
23326,798,239,5.0,3.75,1283,25,770,11,3.75,2,2010,12,10,5
31860,1081,226,12.0,2.95,878,25,1736,11,2.95,1,2010,12,15,3
22446,774,549,5.0,3.45,373,25,947,6,3.45,2,2010,12,9,4
67715,2045,1572,3.0,2.95,1065,25,301,9,2.95,0,2011,1,23,0
61743,1922,1743,1.0,1.25,1361,25,702,7,1.25,0,2011,1,18,2
11424,412,525,12.0,2.95,452,25,2065,7,2.95,2,2010,12,6,1
74583,2279,1175,25.0,2.1,918,25,69,7,2.1,1,2011,1,28,5
70912,2145,639,48.0,3.39,97,9,879,7,3.39,1,2011,1,25,2
3258,137,1167,8.0,1.95,388,25,603,7,1.95,2,2010,12,2,4
51679,1651,2316,12.0,5.95,333,25,175,0,5.95,0,2011,1,10,1
31026,1033,242,5.0,1.25,139,25,1551,9,1.25,1,2010,12,14,2
33474,1170,2370,12.0,1.25,893,25,722,7,1.25,0,2010,12,16,4
11972,439,1180,2.0,1.65,113,25,1206,9,1.65,2,2010,12,6,1
5334,266,917,4.0,2.95,134,25,1422,7,2.95,2,2010,12,3,5
4730,225,244,6.0,0.65,1129,25,1492,7,0.65,2,2010,12,2,4
52465,1684,1235,2.0,2.95,1164,25,1486,7,2.95,1,2011,1,11,2
34157,1216,238,1.0,3.75,557,25,770,6,3.75,1,2010,12,16,4
74743,2286,965,3.0,4.95,539,25,1522,7,4.95,1,2011,1,28,5
29238,966,943,3.0,4.95,602,25,425,7,4.95,2,2010,12,14,2
2314,102,343,12.0,1.65,335,25,1725,7,1.65,2,2010,12,1,3
3528,155,709,6.0,5.95,840,25,1073,7,5.95,2,2010,12,2,4
58683,1850,1180,10.0,1.65,474,25,1206,9,1.65,1,2011,1,16,0
61795,1922,2227,1.0,2.1,1361,25,620,7,2.1,0,2011,1,18,2
4618,222,1411,1.0,9.95,755,25,399,7,9.95,2,2010,12,2,4
14160,506,1150,36.0,0.85,89,8,2030,11,0.85,2,2010,12,7,2
34256,1219,1819,2.0,9.95,171,25,271,7,9.95,0,2010,12,17,5
12539,2493,1018,-1.0,0.85,962,25,1066,7,0.85,1,2010,12,6,1
2441,116,914,1.0,1.65,527,25,1775,7,1.65,2,2010,12,1,3
37505,1281,613,1.0,9.95,1285,25,2187,7,9.95,1,2010,12,19,0
50054,1620,1256,1.0,1.65,272,25,1047,7,1.65,0,2011,1,9,0
28062,916,741,48.0,1.25,513,25,446,7,1.25,2,2010,12,13,1
6559,279,1707,100.0,4.25,1277,25,467,7,4.25,2,2010,12,3,5
17463,604,236,1.0,1.25,1050,25,28,7,1.25,2,2010,12,8,3
25532,854,1142,6.0,0.65,754,25,1963,7,0.65,2,2010,12,12,0
69057,2082,1745,25.0,0.42,1369,25,2260,7,0.42,0,2011,1,24,1
2228,95,919,1.0,2.95,908,25,1421,7,2.95,2,2010,12,1,3
52271,1665,997,12.0,2.95,11,0,1357,9,2.95,1,2011,1,11,2
17188,584,1026,4.0,4.25,793,25,1416,7,4.25,2,2010,12,8,3
4573,222,1670,1.0,1.65,755,25,1240,7,1.65,2,2010,12,2,4
18227,632,997,1.0,2.95,692,25,1357,9,2.95,2,2010,12,8,3
25678,857,1684,1.0,0.65,1107,25,1057,7,0.65,2,2010,12,12,0
48741,1565,1690,4.0,5.95,1142,25,1109,7,5.95,0,2011,1,7,5
11941,438,548,1.0,2.95,1052,25,744,1,2.95,2,2010,12,6,1
58705,1851,1724,1.0,0.85,863,25,1123,5,0.85,0,2011,1,16,0
14408,521,772,1.0,1.25,1362,25,2110,7,1.25,2,2010,12,7,2
4222,197,161,1.0,0.85,489,25,577,11,0.85,2,2010,12,2,4
31539,1059,337,12.0,1.95,737,25,894,7,1.95,1,2010,12,15,3
9411,379,1154,10.0,3.75,30,9,1751,7,3.75,2,2010,12,5,0
17566,609,2407,2.0,2.95,619,25,1022,13,2.95,2,2010,12,8,3
78580,2422,109,2.0,2.95,692,25,1749,11,2.95,1,2011,2,1,2
4920,238,1441,4.0,2.95,1266,25,1703,7,2.95,2,2010,12,2,4
12176,447,1502,1.0,3.75,1292,25,15,7,3.75,2,2010,12,6,1
57329,1811,2313,6.0,3.75,1218,25,1519,9,3.75,0,2011,1,14,5
10179,406,1909,2.0,7.95,311,25,974,7,7.95,2,2010,12,6,1
43734,1439,2195,4.0,4.65,882,25,130,7,4.65,0,2011,1,5,3
14826,544,2317,2.0,5.95,223,25,1763,11,5.95,2,2010,12,7,2
14565,530,154,2.0,7.95,279,25,516,7,7.95,2,2010,12,7,2
70831,2143,328,12.0,1.25,228,25,1831,7,1.25,1,2011,1,25,2
34520,1240,1729,4.0,9.95,76,9,528,7,9.95,0,2010,12,17,5
56820,1793,932,12.0,1.25,60,13,314,7,1.25,1,2011,1,13,4
66792,2034,1181,2.0,1.95,1274,25,71,7,1.95,1,2011,1,21,5
73143,2228,1333,12.0,1.65,51,22,1634,7,1.65,0,2011,1,27,4
3774,168,2107,2.0,3.75,834,25,0,7,3.75,2,2010,12,2,4
74163,2260,2129,1.0,1.25,1266,25,1370,7,1.25,0,2011,1,27,4
3940,183,1723,12.0,0.85,809,25,1123,9,0.85,2,2010,12,2,4
47934,1552,281,3.0,5.95,42,9,1726,11,5.95,1,2011,1,7,5
33751,1192,1737,1.0,1.25,744,25,484,7,1.25,0,2010,12,16,4
1307,72,1279,24.0,1.25,23,18,706,7,1.25,2,2010,12,1,3
69134,2087,1404,2.0,8.5,94,9,1289,7,8.5,0,2011,1,24,1
6767,293,548,1.0,2.95,1319,25,744,1,2.95,2,2010,12,3,5
7101,301,155,1.0,7.95,1134,25,1740,11,7.95,2,2010,12,3,5
16244,556,1632,1.0,2.1,1220,25,959,7,2.1,2,2010,12,7,2
3858,176,1833,4.0,3.75,147,25,249,7,3.75,2,2010,12,2,4
64812,1989,1720,6.0,2.95,13,2,1437,7,2.95,0,2011,1,20,4
3928,182,951,3.0,9.95,421,25,159,7,9.95,2,2010,12,2,4
803,52,1580,6.0,1.95,1324,25,1363,7,1.95,2,2010,12,1,3
3328,143,1329,24.0,1.45,203,25,1514,7,1.45,2,2010,12,2,4
27369,900,2086,3.0,1.25,580,25,230,7,1.25,0,2010,12,13,1
47855,1547,875,12.0,0.42,270,25,1785,7,0.42,1,2011,1,7,5
42315,1395,838,1.0,1.25,692,25,1982,7,1.25,1,2010,12,23,4
3604,158,944,4.0,3.75,900,25,1046,6,3.75,2,2010,12,2,4
52712,1693,816,6.0,0.42,740,25,361,7,0.42,1,2011,1,11,2
30080,1006,1670,3.0,1.65,478,25,1240,7,1.65,2,2010,12,14,2
33706,1189,2306,14.0,0.55,907,25,2052,7,0.55,0,2010,12,16,4
66401,2020,1039,12.0,1.95,373,25,266,13,1.95,1,2011,1,21,5
234,23,2393,100.0,1.65,1200,25,69,11,1.65,2,2010,12,1,3
74227,2262,1182,1.0,1.95,246,25,67,9,1.95,1,2011,1,27,4
55338,1751,1246,6.0,2.95,956,25,984,7,2.95,1,2011,1,12,3
70477,2128,1606,1.0,14.95,507,25,276,5,14.95,0,2011,1,25,2
4800,229,119,12.0,5.95,383,25,1441,11,5.95,2,2010,12,2,4
71644,2179,1447,12.0,1.25,861,25,847,1,1.25,0,2011,1,26,3
12580,463,146,20.0,1.65,1245,25,1207,11,1.65,2,2010,12,6,1
59841,1899,1742,25.0,0.42,354,25,873,7,0.42,0,2011,1,17,1
29079,960,137,10.0,1.95,541,25,73,7,1.95,1,2010,12,14,2
59008,1857,1493,3.0,4.95,121,19,277,7,4.95,0,2011,1,17,1
26193,878,2224,12.0,1.25,748,25,2284,7,1.25,0,2010,12,12,0
47436,1543,1401,1.0,8.5,1047,25,1110,7,8.5,0,2011,1,7,5
11882,436,1364,24.0,1.25,690,25,1360,7,1.25,2,2010,12,6,1
26550,888,2494,4.0,0.85,1228,25,1149,7,0.85,0,2010,12,12,0
48814,1565,391,4.0,1.25,1142,25,60,7,1.25,1,2011,1,7,5
47220,1528,2230,1.0,1.69,227,25,740,7,1.69,0,2011,1,6,4
40242,1363,1347,24.0,3.39,536,17,759,7,3.39,0,2010,12,21,2
7664,326,1340,5.0,1.65,581,25,1821,7,1.65,2,2010,12,5,0
30159,1006,944,12.0,3.75,478,25,1046,6,3.75,2,2010,12,14,2
23802,814,1893,3.0,1.95,1360,25,1531,9,1.95,2,2010,12,10,5
3341,144,565,12.0,0.42,760,25,88,7,0.42,2,2010,12,2,4
61597,1908,2130,24.0,1.25,3,20,1373,3,1.25,0,2011,1,18,2
20672,736,601,2.0,1.25,1027,25,1089,7,1.25,2,2010,12,9,4
71489,2164,943,6.0,4.95,183,25,425,7,4.95,1,2011,1,25,2
74433,2969,1619,-6.0,3.25,413,25,352,3,3.25,0,2011,1,28,5
3889,177,1227,20.0,0.85,746,25,1899,0,0.85,2,2010,12,2,4
64842,1990,1572,12.0,2.95,712,25,301,9,2.95,0,2011,1,20,4
17699,613,549,5.0,3.45,854,25,947,6,3.45,2,2010,12,8,3
63032,1936,1333,96.0,1.45,27,24,1634,7,1.45,0,2011,1,19,3
52386,1677,671,12.0,0.42,699,25,61,7,0.42,1,2011,1,11,2
53483,1706,2372,8.0,1.25,355,25,724,7,1.25,0,2011,1,11,2
63386,1948,1118,24.0,2.95,89,8,1340,9,2.95,1,2011,1,19,3
64931,1997,854,7.0,0.65,399,25,1380,7,0.65,1,2011,1,20,4
457,40,1036,12.0,0.85,456,25,1200,13,0.85,2,2010,12,1,3
33889,1200,909,12.0,1.65,462,25,1771,7,1.65,1,2010,12,16,4
28774,942,1010,4.0,3.95,532,25,983,3,3.95,2,2010,12,13,1
34740,1257,1345,12.0,0.85,804,25,766,9,0.85,2,2010,12,17,5
14758,537,2393,1.0,1.95,1054,25,69,11,1.95,2,2010,12,7,2
66014,2008,301,96.0,0.64,536,17,1834,7,0.64,1,2011,1,21,5
560,42,785,10.0,0.65,1312,25,1756,11,0.65,2,2010,12,1,3
61925,1927,1279,12.0,1.25,44,22,706,7,1.25,0,2011,1,18,2
54673,1738,2084,24.0,2.1,8,2,1150,7,2.1,0,2011,1,12,3
47151,1525,1341,12.0,1.25,913,25,1309,7,1.25,0,2011,1,6,4
77626,2999,1425,-1.0,4.95,824,25,1992,7,4.95,0,2011,1,31,1
41280,1372,548,4.0,2.95,402,25,744,1,2.95,1,2010,12,22,3
30523,1023,1018,100.0,0.72,1080,25,1066,7,0.72,2,2010,12,14,2
72336,2208,2301,12.0,1.25,875,25,1014,7,1.25,0,2011,1,26,3
70786,2142,1023,4.0,3.75,111,21,1268,9,3.75,1,2011,1,25,2
59397,1874,1256,40.0,1.45,169,25,1047,7,1.45,1,2011,1,17,1
12155,447,2344,1.0,4.25,1292,25,294,7,4.25,2,2010,12,6,1
24023,828,574,6.0,4.95,405,25,1267,7,4.95,2,2010,12,10,5
25885,864,535,1.0,5.95,924,25,78,7,5.95,2,2010,12,12,0
3656,158,482,6.0,2.95,900,25,149,7,2.95,2,2010,12,2,4
8953,364,1406,4.0,1.95,927,25,1942,7,1.95,2,2010,12,5,0
74491,2272,824,10.0,1.95,259,25,1974,7,1.95,1,2011,1,28,5
6521,278,2173,25.0,0.42,174,25,199,7,0.42,2,2010,12,3,5
20544,732,801,6.0,0.65,681,25,807,7,0.65,2,2010,12,9,4
48928,1572,697,1.0,12.75,543,25,641,7,12.75,1,2011,1,7,5
44416,1458,1291,1.0,4.95,1358,25,1239,7,4.95,0,2011,1,5,3
70592,2134,1665,5.0,2.95,510,25,2050,7,2.95,0,2011,1,25,2
26539,888,406,1.0,1.45,1228,25,642,7,1.45,2,2010,12,12,0
8124,343,317,2.0,6.75,1361,25,280,9,6.75,2,2010,12,5,0
33124,1157,662,8.0,3.75,712,25,1896,12,3.75,1,2010,12,16,4
14522,528,2280,18.0,1.25,1143,25,26,12,1.25,2,2010,12,7,2
32574,2665,1537,-1.0,2.95,1076,25,1506,7,2.95,0,2010,12,16,4
74270,2965,1704,-12.0,4.25,1061,25,757,7,4.25,0,2011,1,27,4
56799,1793,1304,12.0,0.85,60,13,409,1,0.85,0,2011,1,13,4
49347,1589,2022,1.0,5.95,1105,25,2235,13,5.95,0,2011,1,9,0
75863,2322,2313,1.0,3.75,1285,25,1519,9,3.75,0,2011,1,30,0
51656,1648,1337,24.0,1.25,635,25,1743,7,1.25,0,2011,1,10,1
71039,2146,710,1.0,5.95,896,25,1197,7,5.95,1,2011,1,25,2
49868,1611,158,2.0,2.1,1266,25,1765,11,2.1,1,2011,1,9,0
8473,352,2361,2.0,1.25,113,25,456,7,1.25,2,2010,12,5,0
21379,740,773,2.0,1.25,541,25,2113,9,1.25,2,2010,12,9,4
19832,694,80,6.0,1.25,1348,25,2122,7,1.25,2,2010,12,9,4
78805,2430,1694,1.0,2.55,872,25,1025,7,2.55,0,2011,2,1,2
49380,1591,486,24.0,0.85,784,25,1106,7,0.85,1,2011,1,9,0
77565,2994,2057,-12.0,34.95,193,25,1976,13,34.95,0,2011,1,31,1
31446,1056,1407,12.0,1.95,714,25,1212,7,1.95,2,2010,12,15,3
12985,477,547,2.0,3.75,1285,25,1909,13,3.75,2,2010,12,6,1
58251,1825,430,1.0,2.95,1319,25,2000,7,2.95,1,2011,1,14,5
38341,1300,1170,1.0,4.25,1099,25,7,11,4.25,1,2010,12,20,1
73523,2236,951,3.0,9.95,554,25,159,7,9.95,1,2011,1,27,4
68011,2050,912,1.0,1.65,234,25,1772,7,1.65,1,2011,1,23,0
